flaps
time,port,starboard,top,bottom,
seconds,rad,rad,rad,rad,
5259.58255506,  0.15720000, -0.15720000,  0.00540000, -0.00540000,
5259.68244100,  0.15790000, -0.15790000,  0.00600000, -0.00600000,
5259.78238368,  0.15040000, -0.15040000, -0.00010000,  0.00010000,
5259.88223553,  0.14290000, -0.14290000,  0.00770000, -0.00770000,
5259.98263049,  0.13100000, -0.13100000,  0.01010000, -0.01010000,
5260.08232617,  0.13410000, -0.13410000,  0.01110000, -0.01110000,
5260.18241286,  0.12230000, -0.12230000,  0.01150000, -0.01150000,
5260.28234911,  0.11950000, -0.11950000,  0.01490000, -0.01490000,
5260.38250446,  0.13610000, -0.13610000,  0.01110000, -0.01110000,
5260.48270130,  0.13800000, -0.13800000,  0.01260000, -0.01260000,
5260.58255625,  0.12830000, -0.12830000,  0.00810000, -0.00810000,
5260.68227124,  0.13400000, -0.13400000,  0.01120000, -0.01120000,
5260.78265643,  0.13640000, -0.13640000,  0.00780000, -0.00780000,
5260.88220286,  0.13280000, -0.13280000,  0.00750000, -0.00750000,
5260.98230124,  0.13930000, -0.13930000,  0.02010000, -0.02010000,
5261.08217549,  0.12880000, -0.12880000,  0.03800000, -0.03800000,
5261.18254566,  0.13290000, -0.13290000,  0.03650000, -0.03650000,
5261.28240442,  0.14830000, -0.14830000,  0.02880000, -0.02880000,
5261.38234591,  0.13280000, -0.13280000,  0.02510000, -0.02510000,
5261.48224711,  0.13280000, -0.13280000,  0.01730000, -0.01730000,
5261.58317280,  0.12880000, -0.12880000,  0.01850000, -0.01850000,
5261.68242145,  0.13340000, -0.13340000,  0.01880000, -0.01880000,
5261.78234076,  0.13250000, -0.13250000,  0.02650000, -0.02650000,
5261.88231301,  0.11510000, -0.11510000,  0.04420000, -0.04420000,
5261.98256803,  0.12310000, -0.12310000,  0.05020000, -0.05020000,
5262.08330297,  0.13380000, -0.13380000,  0.03520000, -0.03520000,
5262.18245316,  0.13560000, -0.13560000,  0.02650000, -0.02650000,
5262.28244424,  0.15220000, -0.15220000,  0.01270000, -0.01270000,
5262.38246107,  0.15570000, -0.15570000,  0.01480000, -0.01480000,
5262.48240733,  0.16210000, -0.16210000,  0.01400000, -0.01400000,
5262.58332038,  0.15420000, -0.15420000,  0.02900000, -0.02900000,
5262.68242264,  0.15820000, -0.15820000,  0.02740000, -0.02740000,
5262.78244066,  0.14570000, -0.14570000,  0.01290000, -0.01290000,
5262.88220119,  0.13360000, -0.13360000,  0.01150000, -0.01150000,
5262.98227215,  0.11150000, -0.11150000,  0.00070000, -0.00070000,
5263.08234525,  0.12610000, -0.12610000, -0.00560000,  0.00560000,
5263.18349195,  0.12210000, -0.12210000, -0.00510000,  0.00510000,
5263.28253365,  0.12680000, -0.12680000, -0.00150000,  0.00150000,
5263.38254714,  0.13100000, -0.13100000,  0.01290000, -0.01290000,
5263.48225880,  0.15800000, -0.15800000,  0.01740000, -0.01740000,
5263.58235049,  0.16480000, -0.16480000,  0.02220000, -0.02220000,
5263.68248439,  0.16300000, -0.16300000,  0.01930000, -0.01930000,
5263.78215098,  0.14770000, -0.14770000,  0.01800000, -0.01800000,
5263.88245296,  0.15830000, -0.15830000,  0.01560000, -0.01560000,
5263.98385382,  0.14450000, -0.14450000,  0.00600000, -0.00600000,
5264.08211374,  0.12450000, -0.12450000,  0.00990000, -0.00990000,
5264.18335152,  0.12690000, -0.12690000,  0.01190000, -0.01190000,
5264.28253746,  0.14160000, -0.14160000,  0.02110000, -0.02110000,
5264.38270807,  0.12780000, -0.12780000,  0.02180000, -0.02180000,
5264.48369646,  0.13130000, -0.13130000,  0.02780000, -0.02780000,
5264.58402896,  0.13860000, -0.13860000,  0.02770000, -0.02770000,
5264.68217897,  0.14840000, -0.14840000,  0.02840000, -0.02840000,
5264.78251576,  0.14520000, -0.14520000,  0.02550000, -0.02550000,
5264.88334727,  0.15370000, -0.15370000,  0.02520000, -0.02520000,
5264.98244882,  0.15760000, -0.15760000,  0.02260000, -0.02260000,
5265.08236408,  0.15050000, -0.15050000,  0.02690000, -0.02690000,
5265.18226409,  0.15440000, -0.15440000,  0.01880000, -0.01880000,
5265.28228068,  0.15830000, -0.15830000,  0.00300000, -0.00300000,
5265.38279629,  0.15570000, -0.15570000, -0.00540000,  0.00540000,
5265.48234558,  0.16390000, -0.16390000,  0.01370000, -0.01370000,
5265.58235765,  0.16160000, -0.16160000,  0.02010000, -0.02010000,
5265.68340015,  0.15620000, -0.15620000,  0.02590000, -0.02590000,
5265.78325105,  0.14620000, -0.14620000,  0.03000000, -0.03000000,
5265.88216352,  0.14280000, -0.14280000,  0.01440000, -0.01440000,
5265.98213887,  0.14370000, -0.14370000, -0.00010000,  0.00010000,
5266.08382463,  0.14180000, -0.14180000, -0.00680000,  0.00680000,
5266.18219256,  0.14090000, -0.14090000, -0.00550000,  0.00550000,
5266.28331733,  0.14610000, -0.14610000, -0.01170000,  0.01170000,
5266.38226175,  0.15420000, -0.15420000, -0.00330000,  0.00330000,
5266.48209047,  0.14040000, -0.14040000,  0.00460000, -0.00460000,
5266.58232880,  0.12590000, -0.12590000,  0.02350000, -0.02350000,
5266.68361211,  0.13120000, -0.13120000,  0.02090000, -0.02090000,
5266.78239489,  0.12370000, -0.12370000,  0.02430000, -0.02430000,
5266.88216877,  0.13860000, -0.13860000,  0.03090000, -0.03090000,
5266.98267841,  0.13570000, -0.13570000,  0.01710000, -0.01710000,
5267.08354259,  0.14630000, -0.14630000,  0.34820000, -0.34820000,
5267.18370438,  0.12940000, -0.12940000,  0.34770000, -0.34770000,
5267.28226686,  0.12080000, -0.12080000,  0.34680000, -0.34680000,
5267.38218427,  0.11990000, -0.11990000,  0.34740000, -0.34740000,
5267.48237228,  0.13060000, -0.13060000,  0.34860000, -0.34860000,
5267.58363032,  0.12460000, -0.12460000,  0.34910000, -0.34910000,
5267.68340254,  0.11440000, -0.11440000,  0.34870000, -0.34870000,
5267.78229141,  0.09080000, -0.09080000,  0.34810000, -0.34810000,
5267.88252234,  0.07850000, -0.07850000,  0.34750000, -0.34750000,
5267.98242784,  0.07550000, -0.07550000,  0.34610000, -0.34610000,
5268.08214498,  0.04570000, -0.04570000,  0.34490000, -0.34490000,
5268.18265104,  0.02740000, -0.02740000,  0.34350000, -0.34350000,
5268.28346848,  0.02550000, -0.02550000,  0.34150000, -0.34150000,
5268.38224649,  0.03240000, -0.03240000,  0.33940000, -0.33940000,
5268.48262215,  0.06460000, -0.06460000,  0.33600000, -0.33600000,
5268.58231235,  0.07970000, -0.07970000,  0.33550000, -0.33550000,
5268.68251586,  0.10070000, -0.10070000,  0.33640000, -0.33640000,
5268.78229928,  0.09870000, -0.09870000,  0.33900000, -0.33900000,
5268.88220263,  0.08360000, -0.08360000,  0.34030000, -0.34030000,
5268.98232174,  0.03980000, -0.03980000,  0.34270000, -0.34270000,
5269.08217549,  0.03980000, -0.03980000,  0.34170000, -0.34170000,
5269.18372345,  0.02330000, -0.02330000,  0.32710000, -0.32710000,
5269.28218627,  0.02360000, -0.02360000,  0.30240000, -0.30240000,
5269.38230658,  0.01440000, -0.01440000,  0.27380000, -0.27380000,
5269.48217487,  0.03710000, -0.03710000,  0.26100000, -0.26100000,
5269.58232856,  0.05040000, -0.05040000,  0.24660000, -0.24660000,
5269.68227005,  0.06520000, -0.06520000,  0.23300000, -0.23300000,
5269.78247333,  0.08420000, -0.08420000,  0.23160000, -0.23160000,
5269.88231707,  0.09740000, -0.09740000,  0.22780000, -0.22780000,
5269.98257947,  0.09030000, -0.09030000,  0.21750000, -0.21750000,
5270.08252954,  0.11100000, -0.11100000,  0.21820000, -0.21820000,
5270.18228722,  0.11380000, -0.11380000,  0.20920000, -0.20920000,
5270.28317022,  0.11770000, -0.11770000,  0.20120000, -0.20120000,
5270.38226962,  0.10980000, -0.10980000,  0.19230000, -0.19230000,
5270.48249888,  0.11110000, -0.11110000,  0.18430000, -0.18430000,
5270.58273458,  0.10310000, -0.10310000,  0.18370000, -0.18370000,
5270.68228126,  0.08570000, -0.08570000,  0.19620000, -0.19620000,
5270.78272843,  0.08210000, -0.08210000,  0.20240000, -0.20240000,
5270.88225937,  0.07720000, -0.07720000,  0.22680000, -0.22680000,
5270.98283315,  0.08410000, -0.08410000,  0.24150000, -0.24150000,
5271.08282471,  0.07830000, -0.07830000,  0.20960000, -0.20960000,
5271.18229580,  0.07090000, -0.07090000,  0.20510000, -0.20510000,
5271.28243208,  0.08600000, -0.08600000,  0.20480000, -0.20480000,
5271.38281655,  0.08330000, -0.08330000,  0.18820000, -0.18820000,
5271.48236394,  0.06530000, -0.06530000,  0.20930000, -0.20930000,
5271.58264494,  0.04570000, -0.04570000,  0.28610000, -0.28610000,
5271.68349767,  0.05550000, -0.05550000,  0.25980000, -0.25980000,
5271.78278255,  0.07460000, -0.07460000,  0.33060000, -0.33060000,
5271.88372135,  0.09550000, -0.09550000,  0.29920000, -0.29920000,
5271.98410177,  0.09310000, -0.09310000,  0.28070000, -0.28070000,
5272.08274651,  0.08780000, -0.08780000,  0.25330000, -0.25330000,
5272.18248606,  0.08880000, -0.08880000,  0.23290000, -0.23290000,
5272.28263760,  0.08840000, -0.08840000,  0.21900000, -0.21900000,
5272.38349175,  0.10400000, -0.10400000,  0.21090000, -0.21090000,
5272.48242354,  0.10540000, -0.10540000,  0.22210000, -0.22210000,
5272.58435988,  0.10710000, -0.10710000,  0.17860000, -0.17860000,
5272.68291450,  0.10520000, -0.10520000,  0.15440000, -0.15440000,
5272.78245020,  0.10060000, -0.10060000,  0.18710000, -0.18710000,
5272.88292360,  0.10550000, -0.10550000,  0.20920000, -0.20920000,
5272.98235250,  0.12400000, -0.12400000,  0.20510000, -0.20510000,
5273.08292246,  0.12610000, -0.12610000,  0.18400000, -0.18400000,
5273.18340325,  0.13560000, -0.13560000,  0.15160000, -0.15160000,
5273.28237081,  0.12610000, -0.12610000,  0.17370000, -0.17370000,
5273.38246965,  0.11010000, -0.11010000,  0.17510000, -0.17510000,
5273.48234749,  0.09570000, -0.09570000,  0.18240000, -0.18240000,
5273.58398056,  0.09430000, -0.09430000,  0.19130000, -0.19130000,
5273.68355918,  0.09640000, -0.09640000,  0.18490000, -0.18490000,
5273.78249240,  0.09270000, -0.09270000,  0.16170000, -0.16170000,
5273.88298488,  0.10590000, -0.10590000,  0.16580000, -0.16580000,
5273.98233819,  0.11140000, -0.11140000,  0.18250000, -0.18250000,
5274.08330941,  0.12080000, -0.12080000,  0.19920000, -0.19920000,
5274.18208718,  0.12230000, -0.12230000,  0.19250000, -0.19250000,
5274.28221154,  0.11990000, -0.11990000,  0.19270000, -0.19270000,
5274.38236022,  0.12930000, -0.12930000,  0.15490000, -0.15490000,
5274.48322868,  0.13310000, -0.13310000,  0.16380000, -0.16380000,
5274.58327317,  0.12100000, -0.12100000,  0.16930000, -0.16930000,
5274.68276668,  0.10870000, -0.10870000,  0.16220000, -0.16220000,
5274.78379321,  0.09820000, -0.09820000,  0.15580000, -0.15580000,
5274.88273239,  0.09680000, -0.09680000,  0.16020000, -0.16020000,
5274.98249578,  0.08690000, -0.08690000,  0.18990000, -0.18990000,
5275.08326101,  0.10280000, -0.10280000,  0.17120000, -0.17120000,
5275.18239713,  0.11030000, -0.11030000,  0.16830000, -0.16830000,
5275.28238654,  0.11650000, -0.11650000,  0.16690000, -0.16690000,
5275.38248992,  0.09980000, -0.09980000,  0.18970000, -0.18970000,
5275.48266101,  0.10070000, -0.10070000,  0.14730000, -0.14730000,
5275.58294392,  0.08160000, -0.08160000,  0.11990000, -0.11990000,
5275.68244314,  0.08310000, -0.08310000,  0.09650000, -0.09650000,
5275.78259778,  0.09000000, -0.09000000,  0.09960000, -0.09960000,
5275.88390660,  0.09950000, -0.09950000,  0.10980000, -0.10980000,
5275.98278856,  0.10530000, -0.10530000,  0.14170000, -0.14170000,
5276.08271909,  0.11920000, -0.11920000,  0.13340000, -0.13340000,
5276.18255472,  0.12490000, -0.12490000,  0.12210000, -0.12210000,
5276.28241134,  0.13520000, -0.13520000,  0.08230000, -0.08230000,
5276.38390660,  0.12710000, -0.12710000,  0.08630000, -0.08630000,
5276.48271227,  0.12750000, -0.12750000,  0.09890000, -0.09890000,
5276.58337641,  0.10320000, -0.10320000,  0.04960000, -0.04960000,
5276.68245959,  0.08980000, -0.08980000,  0.01240000, -0.01240000,
5276.78260255,  0.08590000, -0.08590000,  0.01560000, -0.01560000,
5276.88240314,  0.08690000, -0.08690000,  0.02850000, -0.02850000,
5276.98248339,  0.10000000, -0.10000000,  0.02690000, -0.02690000,
5277.08244944,  0.10930000, -0.10930000,  0.05470000, -0.05470000,
5277.18341565,  0.11060000, -0.11060000,  0.06880000, -0.06880000,
5277.28271794,  0.11800000, -0.11800000,  0.06340000, -0.06340000,
5277.38236594,  0.12650000, -0.12650000,  0.11960000, -0.11960000,
5277.48336506,  0.14510000, -0.14510000,  0.13490000, -0.13490000,
5277.58380318,  0.14470000, -0.14470000,  0.07750000, -0.07750000,
5277.68317533,  0.14870000, -0.14870000,  0.05690000, -0.05690000,
5277.78275847,  0.14490000, -0.14490000,  0.08790000, -0.08790000,
5277.88259745,  0.14290000, -0.14290000,  0.15420000, -0.15420000,
5277.98337030,  0.13280000, -0.13280000,  0.14250000, -0.14250000,
5278.08272266,  0.11490000, -0.11490000,  0.33450000, -0.33450000,
5278.18230867,  0.09730000, -0.09730000,  0.31000000, -0.31000000,
5278.28305793,  0.09610000, -0.09610000,  0.32870000, -0.32870000,
5278.38247395,  0.08710000, -0.08710000,  0.31690000, -0.31690000,
5278.48377681,  0.09070000, -0.09070000,  0.34350000, -0.34350000,
5278.58407116,  0.07730000, -0.07730000,  0.34260000, -0.34260000,
5278.68345523,  0.06010000, -0.06010000,  0.34210000, -0.34210000,
5278.78246427,  0.04650000, -0.04650000,  0.33250000, -0.33250000,
5278.88333368,  0.04320000, -0.04320000,  0.34050000, -0.34050000,
5278.98242497,  0.06070000, -0.06070000,  0.33830000, -0.33830000,
5279.08338594,  0.06750000, -0.06750000,  0.33720000, -0.33720000,
5279.18252802,  0.08730000, -0.08730000,  0.33460000, -0.33460000,
5279.28372121,  0.08740000, -0.08740000,  0.33310000, -0.33310000,
5279.38335752,  0.09640000, -0.09640000,  0.33110000, -0.33110000,
5279.48251796,  0.12190000, -0.12190000,  0.28670000, -0.28670000,
5279.58274460,  0.13040000, -0.13040000,  0.23060000, -0.23060000,
5279.68254304,  0.17230000, -0.17230000,  0.17060000, -0.17060000,
5279.78217411,  0.15190000, -0.15190000,  0.19240000, -0.19240000,
5279.88224149,  0.14190000, -0.14190000,  0.19590000, -0.19590000,
5279.98256159,  0.13520000, -0.13520000,  0.19360000, -0.19360000,
5280.08249760,  0.13850000, -0.13850000,  0.20350000, -0.20350000,
5280.18251419,  0.13240000, -0.13240000,  0.18400000, -0.18400000,
5280.28227615,  0.14150000, -0.14150000,  0.13700000, -0.13700000,
5280.38248301,  0.13760000, -0.13760000,  0.14750000, -0.14750000,
5280.48287129,  0.13630000, -0.13630000,  0.13250000, -0.13250000,
5280.58226323,  0.11120000, -0.11120000,  0.24090000, -0.24090000,
5280.68240690,  0.09060000, -0.09060000,  0.34510000, -0.34510000,
5280.78275394,  0.06650000, -0.06650000,  0.23350000, -0.23350000,
5280.88350773,  0.06190000, -0.06190000,  0.11610000, -0.11610000,
5280.98256612,  0.05690000, -0.05690000,  0.17610000, -0.17610000,
5281.08251238,  0.05670000, -0.05670000,  0.20840000, -0.20840000,
5281.18390179,  0.04850000, -0.04850000,  0.27210000, -0.27210000,
5281.28288913,  0.06130000, -0.06130000,  0.23360000, -0.23360000,
5281.38243175,  0.07750000, -0.07750000,  0.19420000, -0.19420000,
5281.48236060,  0.08710000, -0.08710000,  0.21550000, -0.21550000,
5281.58394551,  0.10220000, -0.10220000,  0.20860000, -0.20860000,
5281.68260598,  0.12880000, -0.12880000,  0.22110000, -0.22110000,
5281.78269243,  0.13960000, -0.13960000,  0.21970000, -0.21970000,
5281.88427591,  0.16070000, -0.16070000,  0.22210000, -0.22210000,
5281.98313403,  0.15140000, -0.15140000,  0.23930000, -0.23930000,
5282.08290911,  0.15180000, -0.15180000,  0.25400000, -0.25400000,
5282.18252921,  0.12320000, -0.12320000,  0.20110000, -0.20110000,
5282.28298187,  0.09780000, -0.09780000,  0.21660000, -0.21660000,
5282.38229632,  0.07570000, -0.07570000,  0.26390000, -0.26390000,
5282.48225689,  0.06810000, -0.06810000,  0.29190000, -0.29190000,
5282.58333254,  0.05300000, -0.05300000,  0.30800000, -0.30800000,
5282.68229604,  0.05780000, -0.05780000,  0.30660000, -0.30660000,
5282.78256488,  0.05630000, -0.05630000,  0.30590000, -0.30590000,
5282.88259411,  0.05970000, -0.05970000,  0.31780000, -0.31780000,
5282.98280096,  0.05850000, -0.05850000,  0.26140000, -0.26140000,
5283.08345056,  0.04360000, -0.04360000,  0.32580000, -0.32580000,
5283.18338728,  0.04890000, -0.04890000,  0.30600000, -0.30600000,
5283.28372169,  0.06440000, -0.06440000,  0.33350000, -0.33350000,
5283.38401985,  0.08840000, -0.08840000,  0.33130000, -0.33130000,
5283.48290348,  0.12470000, -0.12470000,  0.32790000, -0.32790000,
5283.58335757,  0.12770000, -0.12770000,  0.32930000, -0.32930000,
5283.68274856,  0.13700000, -0.13700000,  0.32770000, -0.32770000,
5283.78280067,  0.15630000, -0.15630000,  0.30690000, -0.30690000,
5283.88330317,  0.20400000, -0.20400000, -0.36360000,  0.36360000,
5283.98242831,  0.18390000, -0.18390000, -0.36150000,  0.36150000,
5284.08255529,  0.17470000, -0.17470000, -0.36020000,  0.36020000,
5284.18285584,  0.16720000, -0.16720000, -0.35890000,  0.35890000,
5284.28248477,  0.16030000, -0.16030000, -0.35720000,  0.35720000,
5284.38291192,  0.15350000, -0.15350000, -0.35540000,  0.35540000,
5284.48386884,  0.15610000, -0.15610000, -0.35290000,  0.35290000,
5284.58267879,  0.15200000, -0.15200000, -0.35060000,  0.35060000,
5284.68232393,  0.16710000, -0.16710000, -0.34770000,  0.34770000,
5284.78231287,  0.15720000, -0.15720000, -0.34360000,  0.34360000,
5284.88256502,  0.16300000, -0.16300000, -0.33850000,  0.33850000,
5284.98241639,  0.16040000, -0.16040000, -0.33430000,  0.33430000,
5285.08230853,  0.15800000, -0.15800000, -0.33160000,  0.33160000,
5285.18241096,  0.14500000, -0.14500000, -0.33100000,  0.33100000,
5285.28353643,  0.14930000, -0.14930000, -0.27930000,  0.27930000,
5285.38255000,  0.15950000, -0.15950000, -0.21640000,  0.21640000,
5285.48261380,  0.17520000, -0.17520000, -0.14810000,  0.14810000,
5285.58226013,  0.17330000, -0.17330000, -0.12070000,  0.12070000,
5285.68273759,  0.16230000, -0.16230000, -0.11450000,  0.11450000,
5285.78329206,  0.14180000, -0.14180000, -0.09760000,  0.09760000,
5285.88247561,  0.12970000, -0.12970000, -0.05920000,  0.05920000,
5285.98274326,  0.11110000, -0.11110000, -0.04200000,  0.04200000,
5286.08240962,  0.10960000, -0.10960000, -0.01230000,  0.01230000,
5286.18247342,  0.10220000, -0.10220000, -0.01160000,  0.01160000,
5286.28264356,  0.09830000, -0.09830000,  0.01880000, -0.01880000,
5286.38253593,  0.08780000, -0.08780000,  0.00120000, -0.00120000,
5286.48246288,  0.09060000, -0.09060000,  0.01870000, -0.01870000,
5286.58291984,  0.07960000, -0.07960000,  0.02660000, -0.02660000,
5286.68289447,  0.08290000, -0.08290000,  0.04300000, -0.04300000,
5286.78485847,  0.08400000, -0.08400000,  0.05130000, -0.05130000,
5286.88276315,  0.08840000, -0.08840000,  0.05480000, -0.05480000,
5286.98316050,  0.09270000, -0.09270000,  0.07930000, -0.07930000,
5287.08226633,  0.10120000, -0.10120000,  0.08300000, -0.08300000,
5287.18250084,  0.11520000, -0.11520000,  0.05110000, -0.05110000,
5287.28230596,  0.12740000, -0.12740000,  0.01030000, -0.01030000,
5287.38246965,  0.13940000, -0.13940000,  0.01870000, -0.01870000,
5287.48298621,  0.15290000, -0.15290000,  0.04750000, -0.04750000,
5287.58259082,  0.15770000, -0.15770000,  0.04200000, -0.04200000,
5287.68234777,  0.15930000, -0.15930000,  0.00560000, -0.00560000,
5287.78364444,  0.15550000, -0.15550000,  0.03160000, -0.03160000,
5287.88248277,  0.16120000, -0.16120000, -0.00220000,  0.00220000,
5287.98246932,  0.16690000, -0.16690000, -0.02140000,  0.02140000,
5288.08281851,  0.18230000, -0.18230000,  0.00880000, -0.00880000,
5288.18248558,  0.17530000, -0.17530000,  0.01370000, -0.01370000,
5288.28245974,  0.16610000, -0.16610000,  0.00140000, -0.00140000,
5288.38267899,  0.15370000, -0.15370000,  0.00530000, -0.00530000,
5288.48249435,  0.13690000, -0.13690000, -0.00140000,  0.00140000,
5288.58257842,  0.13770000, -0.13770000, -0.00160000,  0.00160000,
5288.68288040,  0.13600000, -0.13600000, -0.01820000,  0.01820000,
5288.78215933,  0.12340000, -0.12340000, -0.01460000,  0.01460000,
5288.88242292,  0.12350000, -0.12350000, -0.02640000,  0.02640000,
5288.98426294,  0.12630000, -0.12630000, -0.03330000,  0.03330000,
5289.08328795,  0.12370000, -0.12370000, -0.07930000,  0.07930000,
5289.18241477,  0.11920000, -0.11920000, -0.07530000,  0.07530000,
5289.28348064,  0.12070000, -0.12070000, -0.03800000,  0.03800000,
5289.38243341,  0.11590000, -0.11590000, -0.02320000,  0.02320000,
5289.48250914,  0.11710000, -0.11710000, -0.02610000,  0.02610000,
5289.58297443,  0.11110000, -0.11110000, -0.02380000,  0.02380000,
5289.68314219,  0.12230000, -0.12230000,  0.00910000, -0.00910000,
5289.78228641,  0.12970000, -0.12970000,  0.02170000, -0.02170000,
5289.88316774,  0.13540000, -0.13540000,  0.03680000, -0.03680000,
5289.98318481,  0.14140000, -0.14140000,  0.05610000, -0.05610000,
5290.08232093,  0.14430000, -0.14430000,  0.07780000, -0.07780000,
5290.18394852,  0.15160000, -0.15160000,  0.09560000, -0.09560000,
5290.28484631,  0.16010000, -0.16010000,  0.10470000, -0.10470000,
5290.38336563,  0.15600000, -0.15600000,  0.08320000, -0.08320000,
5290.48262167,  0.15620000, -0.15620000,  0.05810000, -0.05810000,
5290.58244634,  0.15410000, -0.15410000,  0.03660000, -0.03660000,
5290.68236780,  0.15920000, -0.15920000,  0.03760000, -0.03760000,
5290.78250670,  0.16130000, -0.16130000,  0.04030000, -0.04030000,
5290.88236427,  0.16850000, -0.16850000,  0.04150000, -0.04150000,
5290.98250031,  0.16320000, -0.16320000,  0.06800000, -0.06800000,
5291.08243322,  0.16190000, -0.16190000,  0.07930000, -0.07930000,
5291.18229938,  0.15340000, -0.15340000,  0.07840000, -0.07840000,
5291.28247428,  0.14250000, -0.14250000,  0.07070000, -0.07070000,
5291.38358140,  0.12690000, -0.12690000,  0.06150000, -0.06150000,
5291.48252320,  0.12440000, -0.12440000,  0.03900000, -0.03900000,
5291.58239627,  0.11630000, -0.11630000,  0.03180000, -0.03180000,
5291.68472219,  0.12300000, -0.12300000,  0.02810000, -0.02810000,
5291.78249836,  0.12080000, -0.12080000,  0.02580000, -0.02580000,
5291.88227987,  0.12680000, -0.12680000,  0.02300000, -0.02300000,
5291.98351026,  0.12840000, -0.12840000,  0.02770000, -0.02770000,
5292.08247709,  0.14270000, -0.14270000,  0.01930000, -0.01930000,
5292.18341923,  0.15360000, -0.15360000,  0.02960000, -0.02960000,
5292.28295803,  0.15900000, -0.15900000,  0.04630000, -0.04630000,
5292.38255692,  0.15740000, -0.15740000,  0.03550000, -0.03550000,
5292.48235846,  0.16300000, -0.16300000,  0.04220000, -0.04220000,
5292.58370543,  0.15600000, -0.15600000,  0.04630000, -0.04630000,
5292.68239832,  0.15610000, -0.15610000,  0.03690000, -0.03690000,
5292.78324986,  0.15270000, -0.15270000,  0.02730000, -0.02730000,
5292.88269782,  0.16760000, -0.16760000, -0.00320000,  0.00320000,
5292.98254228,  0.17560000, -0.17560000,  0.01180000, -0.01180000,
5293.08259964,  0.18250000, -0.18250000,  0.04150000, -0.04150000,
5293.18334842,  0.16560000, -0.16560000,  0.03590000, -0.03590000,
5293.28256464,  0.16580000, -0.16580000,  0.04040000, -0.04040000,
5293.38368964,  0.16100000, -0.16100000,  0.05930000, -0.05930000,
5293.48242760,  0.15070000, -0.15070000,  0.04670000, -0.04670000,
5293.58257961,  0.14470000, -0.14470000,  0.04870000, -0.04870000,
5293.68243933,  0.14560000, -0.14560000,  0.03940000, -0.03940000,
5293.78238845,  0.13650000, -0.13650000,  0.05550000, -0.05550000,
5293.88332081,  0.13040000, -0.13040000,  0.04690000, -0.04690000,
5293.98270321,  0.12280000, -0.12280000,  0.02460000, -0.02460000,
5294.08287120,  0.12550000, -0.12550000,  0.03400000, -0.03400000,
5294.18309093,  0.11590000, -0.11590000,  0.03370000, -0.03370000,
5294.28224182,  0.11530000, -0.11530000,  0.02120000, -0.02120000,
5294.38223338,  0.10620000, -0.10620000,  0.02540000, -0.02540000,
5294.48217416,  0.11050000, -0.11050000,  0.01480000, -0.01480000,
5294.58244562,  0.11510000, -0.11510000,  0.03590000, -0.03590000,
5294.68330288,  0.12710000, -0.12710000,  0.04270000, -0.04270000,
5294.78214455,  0.13930000, -0.13930000,  0.03250000, -0.03250000,
5294.88229108,  0.14360000, -0.14360000,  0.03900000, -0.03900000,
5294.98221850,  0.15300000, -0.15300000,  0.03770000, -0.03770000,
5295.08224940,  0.16960000, -0.16960000,  0.05370000, -0.05370000,
5295.18297720,  0.18290000, -0.18290000,  0.06490000, -0.06490000,
5295.28235316,  0.18000000, -0.18000000,  0.05560000, -0.05560000,
5295.38232875,  0.17730000, -0.17730000,  0.04420000, -0.04420000,
5295.48406434,  0.18370000, -0.18370000,  0.05260000, -0.05260000,
5295.58263302,  0.17310000, -0.17310000,  0.06930000, -0.06930000,
5295.68252969,  0.17080000, -0.17080000,  0.08490000, -0.08490000,
5295.78236103,  0.16900000, -0.16900000,  0.07450000, -0.07450000,
5295.88227677,  0.15770000, -0.15770000,  0.07390000, -0.07390000,
5295.98371983,  0.13700000, -0.13700000,  0.03300000, -0.03300000,
5296.08234859,  0.14110000, -0.14110000,  0.03580000, -0.03580000,
5296.18262243,  0.13190000, -0.13190000,  0.05730000, -0.05730000,
5296.28231406,  0.13110000, -0.13110000,  0.03650000, -0.03650000,
5296.38236904,  0.12360000, -0.12360000,  0.03930000, -0.03930000,
5296.48251104,  0.12710000, -0.12710000,  0.03600000, -0.03600000,
5296.58390999,  0.12150000, -0.12150000,  0.01770000, -0.01770000,
5296.68338323,  0.13160000, -0.13160000,  0.01850000, -0.01850000,
5296.78280520,  0.12280000, -0.12280000, -0.00630000,  0.00630000,
5296.88284588,  0.12210000, -0.12210000, -0.02760000,  0.02760000,
5296.98355746,  0.12880000, -0.12880000, -0.00900000,  0.00900000,
5297.08380675,  0.13000000, -0.13000000, -0.01190000,  0.01190000,
5297.18224072,  0.13020000, -0.13020000, -0.01100000,  0.01100000,
5297.28323984,  0.13120000, -0.13120000, -0.00670000,  0.00670000,
5297.38264704,  0.12960000, -0.12960000,  0.00930000, -0.00930000,
5297.48224211,  0.13490000, -0.13490000,  0.00190000, -0.00190000,
5297.58269739,  0.14110000, -0.14110000,  0.01850000, -0.01850000,
5297.68285799,  0.15570000, -0.15570000,  0.02670000, -0.02670000,
5297.78301454,  0.16550000, -0.16550000,  0.02550000, -0.02550000,
5297.88261032,  0.17020000, -0.17020000,  0.03060000, -0.03060000,
5297.98246026,  0.17310000, -0.17310000,  0.02810000, -0.02810000,
5298.08231544,  0.17170000, -0.17170000,  0.04140000, -0.04140000,
5298.18286467,  0.17030000, -0.17030000,  0.02220000, -0.02220000,
